"","luICol_0","i_11","j_4","col_4","row_17","i_26","i_14","row_5","sum_3","i_16","row_2","i_6","m_4","largest_2","j_8","bpCol_1","i_17","matrix_1","i_8","sum_4","col_0","i_30","col_6","j_12","singular_0","i_12","j_10","sum_1","row_12","largest_4","row_4","col_19","max_3","i_20","i_4","row_11","m_1","b2_0","col_15","col_17","i_27","largest_1","i_13","i_18","i_29","j_9","matrix_0","pRow_0","m_2","tmp_0","row_3","i_1","j_1","max_4","j_0","i_32","col_11","largest_3","i_19","row_8","tmp_2","m_3","j_2","tmp_1","col_14","sum_6","max_5","col_16","i_21","j_3","i_9","m_0","max_0","row_18","row_10","row_13","i_2","largest_0","nColB_0","bpCol_0","sum_5","i_5","i_10","j_11","i_3","col_9","col_2","determinant_1","row_0","max_1","luICol_1","b_0","col_13","row_1","j_13","j_7","i_15","i_7","singularityThreshold_0","j_15","col_18","col_8","row_14","col_5","i_25","sum_2","luDiag_0","m_6","i_24","max_2","col_12","j_5","row_9","col_1","col_7","row_6","j_6","temp_0","sum_0","row_15","col_10","i_28","determinant_0","row_7","m_7","i_22","row_16","luDiag_1","i_0","determinant_2","col_3","m_5","m_8","i_31","j_14","i_23"
"1",1,0.0122020202020189,0.0119797979797973,0.01141414141414,0.0110101010101004,0.0109494949494937,0.0102020202020187,0.00987878787878727,0.00975757575757441,0.00973737373737293,0.00955555555555554,0.00947474747474719,0.00943434343434235,0.00931313131313094,0.00923232323232259,0.0090707070707069,0.0090303030303005,0.00888888888888817,0.00886868686868575,0.00880808080808015,0.00878787878787801,0.00874747474747506,0.00870707070706978,0.00868686868686824,0.00860606060605978,0.00858585858585881,0.00854545454545375,0.0085252525252516,0.00848484848484765,0.00846464646464579,0.00844444444444403,0.00842424242424217,0.00838383838383783,0.00838383838383749,0.00836363636363568,0.0083434343434341,0.00828282828282678,0.00826262626262542,0.00804040404040368,0.00799999999999979,0.00799999999999979,0.00799999999999873,0.00787878787878782,0.0078787878787876,0.0078585858585849,0.00779797979797892,0.00769696969696898,0.00765656565656503,0.00761616161616108,0.00759595959595927,0.00757575757575735,0.00745454545454571,0.00745454545454405,0.00743434343434279,0.00739393939393795,0.00733333333333352,0.00733333333333319,0.00727272727272743,0.00719191919191997,0.00719191919191819,0.00717171717171661,0.00715151515151491,0.00713131313131243,0.00709090909090859,0.00696969696969607,0.00694949494949526,0.00692929292929301,0.00692929292929245,0.00688888888888806,0.0068484848484841,0.0068484848484841,0.00672727272727247,0.00672727272727103,0.00670707070706977,0.00666666666666615,0.00666666666666604,0.00666666666666604,0.00664646464646368,0.00658585858585869,0.00656565656565555,0.00652525252525277,0.00650505050505001,0.00644444444444492,0.0064444444444437,0.00642424242424167,0.00642424242424133,0.00636363636363579,0.00630303030303003,0.00630303030302992,0.00626262626262564,0.00624242424242372,0.00620202020201999,0.00620202020201943,0.00612121212121153,0.0061010101010095,0.00610101010100916,0.00608080808080746,0.00606060606060632,0.00602020202020093,0.00599999999999945,0.0059999999999989,0.00595959595959572,0.00593939393939291,0.00589898989898952,0.00589898989898829,0.00587878787878771,0.00585858585858523,0.0058585858585849,0.00579797979797902,0.00577777777777677,0.00569696969696909,0.00567676767676806,0.00565656565656447,0.00563636363636322,0.00557575757575701,0.00553535353535295,0.00551515151515025,0.00549494949495077,0.00545454545454593,0.00523232323232303,0.00523232323232259,0.00523232323232214,0.00521212121212089,0.00509090909090926,0.00494949494949481,0.00492929292929245,0.00474747474747417,0.00468686868686852,0.00446464646464584,0.00438383838383838,0.00436363636363679,0.00430303030303025,0.00422222222222146,0.0038383838383832,0.00363636363636299,0.0027676767676762
"2",1,0.00775757575757519,0.00535353535353444,0.00391919191919143,0.00684848484848422,0.00812121212121042,0.0063232323232324,0.00767676767676684,0.00705050505050475,0.00725252525252562,0.0057575757575743,0.0057979797979788,0.00646464646464529,0.0054141414141412,0.00529292929292879,0.00658585858585725,0.00741414141414087,0.00622222222222257,0.00618181818181762,0.00466666666666615,0.00987878787878732,0.0052525252525244,0.00460606060605995,0.00826262626262553,0.00721212121212023,0.00452525252525182,0.00638383838383816,0.00701010101010036,0.010262626262625,0.00642424242424233,0.00745454545454571,0.00551515151515114,0.00729292929292846,0.00739393939393929,0.00880808080807971,0.00874747474747317,0.0123030303030288,0.00440404040404041,0.00450505050505057,0.00957575757575713,0.00660606060606106,0.00486868686868569,0.00490909090909064,0.00543434343434301,0.00715151515151502,0.00525252525252473,0.00490909090909075,0.00741414141414132,0.00779797979797914,0.00640404040403997,0.00573737373737293,0.00769696969696898,0.00838383838383749,0.0091515151515143,0.0071111111111104,0.00507070707070567,0.00501010101010146,0.00715151515151469,0.00593939393939347,0.00894949494949338,0.0042626262626263,0.00961616161616141,0.00585858585858501,0.00646464646464595,0.00838383838383705,0.00717171717171594,0.00549494949494911,0.00701010101009958,0.0065050505050499,0.00678787878787801,0.00438383838383738,0.00781818181818106,0.0107070707070694,0.00723232323232326,0.00424242424242471,0.00997979797979676,0.00721212121212023,0.0111515151515141,0.0074141414141401,0.00917171717171705,0.00622222222222246,0.00604040404040396,0.00470707070706988,0.00696969696969718,0.00935353535353456,0.00874747474747384,0.00779797979797969,0.0111313131313124,0.00561616161616041,0.00961616161616169,0.00442424242424322,0.00527272727272676,0.00503030303030261,0.0105454545454536,0.00513131313131265,0.00662626262626209,0.0110909090909091,0.0050303030303025,0.00858585858585859,0.00836363636363563,0.00626262626262586,0.00668686868686863,0.00874747474747395,0.00765656565656547,0.00854545454545408,0.00731313131313061,0.0056767676767675,0.00622222222222124,0.00743434343434279,0.00901010101009947,0.00549494949494855,0.0077575757575753,0.00688888888888795,0.00416161616161614,0.00955555555555465,0.00664646464646479,0.00482828282828252,0.00533333333333363,0.00549494949494844,0.0102828282828274,0.00660606060605984,0.00652525252525127,0.00775757575757441,0.0076161616161613,0.00456565656565566,0.00888888888888861,0.00644444444444392,0.00658585858585847,0.00802020202020237,0.00676767676767642,0.00947474747474686,0.00818181818181762,0.00616161616161515,0.00864646464646401,0.00466666666666615,0.00658585858585792
"3",1,0.00616161616161492,0.00472727272727258,0.00888888888888839,0.00894949494949415,0.00927272727272654,0.00442424242424266,0.00424242424242371,0.0102222222222212,0.00692929292929167,0.0120606060606054,0.00662626262626209,0.00519191919191897,0.00571717171717201,0.00583838383838309,0.00658585858585858,0.00731313131313072,0.00907070707070567,0.00391919191919177,0.00658585858585781,0.00903030303030261,0.00646464646464584,0.0101010101010095,0.00525252525252362,0.00642424242424178,0.0041212121212113,0.00743434343434324,0.00525252525252595,0.00729292929292957,0.00632323232323206,0.0093737373737367,0.00761616161616074,0.00818181818181729,0.00599999999999867,0.00921212121212012,0.00800000000000012,0.00612121212121164,0.010787878787878,0.0070101010100998,0.00789898989898907,0.00478787878787845,0.00284848484848421,0.00480808080808026,0.00652525252525216,0.00424242424242371,0.00939393939393973,0.00385858585858634,0.00793939393939302,0.00735353535353511,0.00735353535353467,0.00995959595959506,0.00680808080808015,0.00557575757575712,0.00646464646464606,0.00878787878787812,0.00852525252525149,0.00741414141414165,0.00723232323232248,0.00868686868686841,0.00858585858585736,0.0110101010100996,0.00634343434343387,0.00694949494949448,0.0063030303030307,0.00729292929292846,0.00565656565656569,0.00705050505050409,0.0101212121212112,0.00513131313131399,0.00781818181818084,0.00666666666666627,0.00698989898989832,0.00890909090909064,0.00824242424242361,0.00482828282828185,0.0103838383838377,0.00513131313131276,0.00678787878787779,0.00436363636363613,0.00771717171717096,0.00656565656565689,0.00597979797979753,0.00715151515151502,0.00585858585858579,0.012828282828282,0.00298989898989832,0.0089494949494946,0.00410101010101005,0.0084848484848471,0.00412121212121119,0.00676767676767609,0.00806060606060549,0.00808080808080713,0.00682828282828218,0.00757575757575768,0.00941414141413988,0.00818181818181751,0.00725252525252562,0.00585858585858567,0.00585858585858579,0.00806060606060532,0.00765656565656381,0.00662626262626309,0.00929292929292902,0.0066666666666656,0.00886868686868719,0.00456565656565611,0.00436363636363668,0.00523232323232248,0.00399999999999912,0.00624242424242405,0.00705050505050486,0.00701010101009969,0.00830303030302926,0.00226262626262619,0.00640404040403963,0.00727272727272599,0.00565656565656425,0.00579797979797902,0.0123030303030298,0.00636363636363635,0.00355555555555542,0.00822222222222135,0.00684848484848377,0.008282828282827,0.00852525252525183,0.00678787878787723,0.00541414141414032,0.00682828282828229,0.00391919191919166,0.00545454545454549,0.00496969696969696,0.00519191919191908,0.00806060606060488,0.00797979797979798,0.00622222222222168
"4",1,0.00642424242424244,0.00440404040403952,0.0100202020202009,0.00654545454545308,0.00573737373737315,0.00711111111111062,0.00941414141414099,0.00793939393939286,0.00587878787878704,0.00793939393939347,0.00529292929292935,0.00705050505050608,0.00799999999999934,0.00664646464646412,0.00503030303030239,0.00595959595959583,0.00826262626262575,0.0100606060606045,0.00519191919191819,0.00812121212121086,0.00662626262626165,0.00806060606060544,0.00874747474747423,0.00654545454545441,0.0102424242424236,0.0102020202020202,0.00527272727272721,0.00890909090908942,0.00480808080807993,0.00658585858585781,0.00842424242424167,0.0077373737373726,0.00577777777777644,0.00866666666666571,0.00654545454545419,0.00410101010100994,0.00937373737373681,0.00971717171717151,0.0114343434343432,0.00507070707070623,0.00850505050505024,0.00543434343434224,0.00614141414141411,0.0042626262626253,0.00561616161616152,0.00456565656565633,0.00749494949494944,0.00442424242424155,0.00997979797979626,0.00541414141414087,0.00662626262626198,0.00575757575757607,0.00604040404040329,0.00808080808080769,0.00422222222222279,0.00525252525252529,0.00943434343434268,0.00858585858585781,0.00763636363636255,0.00646464646464573,0.00836363636363524,0.00761616161616052,0.00379797979797902,0.00705050505050531,0.00565656565656536,0.00838383838383794,0.00840404040404008,0.00575757575757641,0.00840404040403919,0.00563636363636366,0.00616161616161504,0.00814141414141345,0.00361616161616085,0.00751515151515125,0.00820202020201954,0.0067878787878779,0.00747474747474586,0.00846464646464617,0.00868686868686797,0.00365656565656469,0.00496969696969696,0.00400000000000011,0.00741414141414098,0.00604040404040285,0.00353535353535384,0.00567676767676739,0.0053939393939384,0.0074545454545446,0.00785858585858557,0.00577777777777644,0.00610101010100828,0.00478787878787845,0.0111919191919176,0.00672727272727169,0.00547474747474597,0.00711111111111062,0.00735353535353434,0.00713131313131288,0.00581818181818095,0.00828282828282745,0.00602020202020048,0.00628282828282811,0.00690909090909042,0.00278787878787912,0.00860606060605917,0.00602020202020159,0.00769696969696898,0.00476767676767542,0.00953535353535295,0.00604040404040362,0.0102626262626254,0.0084040404040403,0.00777777777777733,0.0110303030303023,0.0102424242424227,0.00828282828282834,0.0079595959595955,0.0079999999999999,0.00448484848484798,0.00777777777777788,0.008565656565656,0.00511111111111051,0.00509090909090881,0.00876767676767631,0.00579797979797902,0.00581818181818061,0.00486868686868636,0.00747474747474652,0.0121818181818169,0.00416161616161559,0.00476767676767731,0.00703030303030283,0.00703030303030222,0.00525252525252451,0.0109494949494944
"5",1,0.00896969696969724,0.00476767676767675,0.00765656565656492,0.00802020202020171,0.00719191919191897,0.00759595959595838,0.00696969696969596,0.00519191919191841,0.00674747474747395,0.0060202020202007,0.00931313131313072,0.00903030303030239,0.00903030303030272,0.00622222222222091,0.00874747474747484,0.00791919191919122,0.00503030303030183,0.00735353535353434,0.00610101010100961,0.00711111111111018,0.00739393939393895,0.00654545454545374,0.006141414141414,0.00945454545454438,0.00472727272727091,0.00630303030302981,0.00529292929292813,0.0105050505050503,0.00735353535353456,0.00711111111111029,0.00537373737373781,0.0100202020202017,0.00854545454545341,0.00638383838383771,0.00812121212121097,0.00987878787878682,0.00931313131313022,0.00892929292929268,0.00494949494949426,0.00808080808080713,0.00359595959595915,0.00511111111111084,0.00929292929292791,0.0084444444444427,0.0115959595959576,0.00850505050504896,0.00599999999999989,0.00628282828282789,0.00733333333333264,0.00614141414141323,0.00632323232323106,0.00727272727272665,0.00593939393939302,0.0103232323232308,0.0102020202020191,0.00880808080808038,0.00654545454545408,0.00743434343434168,0.0069898989898991,0.00890909090909042,0.00478787878787845,0.00496969696969618,0.00616161616161626,0.00375757575757529,0.0102222222222224,0.00602020202020193,0.00682828282828185,0.00327272727272643,0.00642424242424222,0.00630303030303059,0.00470707070707033,0.00545454545454471,0.00763636363636355,0.00735353535353522,0.00743434343434246,0.00743434343434313,0.00931313131312966,0.00412121212121119,0.0111313131313129,0.0085454545454538,0.00848484848484787,0.00963636363636355,0.00591919191919199,0.00826262626262586,0.00793939393939336,0.00638383838383794,0.00884848484848444,0.00585858585858479,0.00440404040404063,0.00919191919191842,0.00773737373737271,0.00959595959595971,0.00850505050505024,0.00761616161616085,0.00668686868686807,0.0107878787878782,0.00599999999999956,0.00589898989898907,0.00814141414141401,0.00759595959595966,0.0078181818181805,0.00937373737373653,0.00870707070706955,0.0072323232323227,0.00626262626262586,0.00626262626262608,0.0037979797979798,0.00648484848484809,0.00634343434343343,0.0100808080808077,0.00397979797979886,0.00804040404040252,0.0088080808080796,0.00618181818181807,0.00723232323232303,0.00416161616161659,0.00606060606060588,0.00317171717171616,0.00864646464646313,0.00967676767676684,0.00886868686868625,0.0059191919191911,0.0109898989898982,0.0095959595959606,0.00735353535353511,0.00692929292929267,0.00410101010100894,0.00539393939393906,0.00983838383838309,0.00816161616161504,0.00622222222222102,0.00591919191919155,0.00737373737373737,0.00868686868686819,0.00511111111111007
"6",1,0.00583838383838364,0.00781818181818139,0.00583838383838342,0.00666666666666726,0.00587878787878726,0.0105454545454537,0.0062626262626253,0.00531313131313127,0.0079191919191911,0.00846464646464573,0.00696969696969674,0.00658585858585758,0.00923232323232237,0.00698989898989788,0.00860606060606017,0.0116969696969685,0.00785858585858512,0.00480808080808048,0.00490909090909009,0.00614141414141289,0.0062020202020201,0.00494949494949559,0.012262626262625,0.00769696969696865,0.00937373737373615,0.00551515151515092,0.00492929292929256,0.00749494949494856,0.00648484848484798,0.00646464646464695,0.00686868686868591,0.006424242424242,0.00662626262626198,0.00818181818181685,0.00858585858585847,0.0069090909090912,0.00814141414141312,0.00963636363636211,0.00808080808080769,0.00759595959595849,0.00753535353535262,0.00779797979797892,0.00862626262626098,0.00787878787878726,0.00933333333333208,0.00630303030302937,0.0045858585858588,0.00802020202020115,0.00478787878787823,0.00933333333333253,0.00741414141414065,0.00648484848484732,0.00703030303030316,0.00793939393939302,0.00385858585858545,0.0052727272727261,0.00852525252525244,0.0040808080808078,0.00678787878787857,0.00575757575757463,0.00456565656565544,0.00597979797979764,0.00377777777777721,0.00874747474747306,0.00741414141414098,0.0034747474747473,0.00836363636363546,0.00789898989898896,0.00597979797979697,0.00608080808080813,0.00892929292929134,0.0029696969696974,0.00658585858585847,0.00658585858585781,0.00575757575757618,0.00496969696969574,0.0103434343434342,0.00761616161616108,0.004424242424243,0.00466666666666682,0.00733333333333197,0.00834343434343321,0.00638383838383716,0.00565656565656514,0.00636363636363546,0.00931313131313105,0.00632323232323206,0.0072525252525244,0.00713131313131188,0.00577777777777677,0.00583838383838309,0.00743434343434379,0.00602020202020126,0.0058585858585859,0.00913131313131277,0.00345454545454449,0.00692929292929156,0.00573737373737293,0.00492929292929245,0.00830303030302904,0.00529292929292924,0.00652525252525193,0.00842424242424211,0.00317171717171727,0.00618181818181807,0.00551515151515125,0.00488888888888772,0.00672727272727169,0.00630303030303059,0.00555555555555476,0.00622222222222235,0.0061010101010105,0.00917171717171661,0.00868686868686697,0.00860606060605995,0.00854545454545386,0.0057979797979798,0.00749494949494878,0.00214141414141433,0.00761616161616085,0.00624242424242305,0.00830303030302981,0.00892929292929268,0.008282828282827,0.00911111111111096,0.00769696969696942,0.00731313131313049,0.00826262626262608,0.0090303030303025,0.00498989898989877,0.00636363636363535,0.00573737373737337,0.00656565656565644,0.00747474747474697,0.00579797979797914
"7",1,0.00814141414141378,0.00547474747474763,0.00725252525252573,0.00557575757575735,0.00664646464646435,0.0090707070707069,0.00614141414141445,0.00509090909090859,0.00589898989898874,0.00622222222222157,0.00414141414141433,0.0084242424242415,0.00735353535353511,0.00779797979797847,0.00654545454545474,0.00963636363636222,0.0075959595959586,0.00913131313131199,0.00690909090909053,0.005070707070707,0.0121818181818175,0.00987878787878693,0.00826262626262608,0.00599999999999934,0.00707070707070645,0.00656565656565655,0.00537373737373636,0.00494949494949382,0.00456565656565677,0.00741414141414087,0.00559595959595949,0.0109696969696966,0.0108282828282813,0.00828282828282711,0.00575757575757496,0.00844444444444359,0.00515151515151357,0.00529292929292879,0.00741414141414054,0.00987878787878643,0.00361616161616074,0.00567676767676684,0.00848484848484887,0.00450505050505079,0.00498989898989821,0.00337373737373647,0.00262626262626253,0.00713131313131177,0.00727272727272699,0.00898989898989833,0.00616161616161526,0.0092929292929293,0.0063838383838376,0.0070505050505042,0.00486868686868691,0.00991919191919066,0.00852525252525171,0.00832323232323118,0.0060808080808088,0.00844444444444303,0.00856565656565511,0.00836363636363618,0.00826262626262586,0.00690909090908998,0.00985858585858512,0.00616161616161615,0.00810101010100955,0.00941414141414032,0.00616161616161526,0.00636363636363557,0.00559595959595971,0.00812121212121097,0.00878787878787801,0.00537373737373636,0.005212121212121,0.00711111111111051,0.00575757575757485,0.00680808080808071,0.00678787878787757,0.00755555555555554,0.00589898989898885,0.0108282828282826,0.0054747474747463,0.00620202020201943,0.00565656565656536,0.00490909090909042,0.00565656565656569,0.00745454545454483,0.0069898989898981,0.00789898989898929,0.0041818181818184,0.00785858585858501,0.00696969696969663,0.00476767676767686,0.00604040404040374,0.00868686868686774,0.0105454545454535,0.0072727272727261,0.00646464646464595,0.008888888888888,0.00666666666666571,0.00884848484848388,0.0053131313131306,0.00515151515151491,0.00664646464646379,0.00880808080807843,0.00654545454545397,0.0113535353535349,0.00454545454545396,0.00773737373737371,0.00490909090908986,0.00664646464646412,0.00466666666666615,0.0110101010101005,0.00834343434343388,0.00781818181818106,0.00791919191919188,0.00933333333333208,0.00630303030303081,0.00820202020201932,0.00892929292929201,0.00474747474747483,0.00434343434343476,0.00498989898989877,0.00606060606060588,0.00941414141413982,0.00692929292929267,0.00696969696969651,0.00618181818181773,0.00757575757575712,0.0115757575757572,0.00856565656565555,0.00529292929292935,0.0095353535353524,0.00597979797979742
"8",1,0.00741414141414065,0.00670707070707033,0.00602020202020204,0.00490909090909031,0.00814141414141301,0.00737373737373626,0.00569696969696987,0.00721212121212034,0.00791919191919122,0.00434343434343354,0.00610101010100994,0.00575757575757518,0.0110909090909082,0.00696969696969618,0.00713131313131266,0.00620202020201943,0.0089898989898981,0.00694949494949415,0.00717171717171627,0.00678787878787901,0.00632323232323151,0.00498989898989888,0.00670707070707033,0.00575757575757496,0.00638383838383905,0.00850505050504874,0.00561616161616052,0.00648484848484832,0.00802020202020182,0.00727272727272643,0.00723232323232248,0.00692929292929245,0.00717171717171616,0.00553535353535273,0.00806060606060521,0.00975757575757574,0.00428282828282789,0.00290909090909142,0.00640404040403975,0.00494949494949437,0.00652525252525171,0.00828282828282767,0.00822222222222169,0.0106464646464631,0.00589898989898952,0.00779797979797958,0.00692929292929234,0.00814141414141412,0.00894949494949449,0.00658585858585747,0.00757575757575724,0.00527272727272576,0.00961616161616075,0.00765656565656492,0.00496969696969596,0.0039393939393928,0.00713131313131188,0.00955555555555498,0.00860606060605962,0.00589898989898929,0.0056161616161613,0.00676767676767509,0.00793939393939336,0.0047474747474745,0.00561616161616119,0.00719191919191875,0.00355555555555587,0.0085252525252516,0.00585858585858556,0.00684848484848466,0.011070707070706,0.00802020202020204,0.00476767676767531,0.00507070707070711,0.00420202020202032,0.00723232323232215,0.00517171717171672,0.00729292929292757,0.00737373737373614,0.0059595959595955,0.00501010101010069,0.00735353535353556,0.00943434343434296,0.00840404040404008,0.0102020202020189,0.00820202020201966,0.00917171717171628,0.00537373737373725,0.00501010101010047,0.00686868686868647,0.00735353535353389,0.0103838383838376,0.0100808080808076,0.00723232323232237,0.00747474747474619,0.00818181818181718,0.00309090909090848,0.00745454545454471,0.00745454545454483,0.00723232323232259,0.00676767676767687,0.00662626262626154,0.00577777777777755,0.00527272727272732,0.00525252525252407,0.0104444444444433,0.00440404040404008,0.00531313131313127,0.00652525252525127,0.00874747474747417,0.00779797979797836,0.00426262626262564,0.00852525252525105,0.00513131313131276,0.00791919191919166,0.0112121212121206,0.00341414141414043,0.00842424242424211,0.00717171717171583,0.0059797979797972,0.00963636363636305,0.00725252525252429,0.00658585858585714,0.00674747474747472,0.0100606060606045,0.00913131313131282,0.00747474747474564,0.00892929292929234,0.00402020202020303,0.00874747474747317,0.00652525252525271,0.00624242424242349,0.00707070707070601,0.00779797979797892,0.00763636363636311
"9",1,0.00802020202020037,0.00650505050505013,0.0119797979797964,0.00490909090909031,0.00937373737373631,0.00933333333333231,0.00557575757575712,0.00860606060606051,0.00866666666666621,0.00408080808080735,0.00884848484848411,0.00882828282828174,0.00543434343434301,0.00882828282828108,0.00824242424242405,0.00759595959595805,0.00777777777777733,0.00642424242424189,0.00860606060605917,0.00676767676767609,0.00537373737373659,0.00634343434343354,0.00701010101010024,0.0069090909090902,0.0077171717171709,0.00707070707070778,0.00854545454545397,0.00573737373737337,0.00808080808080758,0.00703030303030283,0.00583838383838264,0.00703030303030194,0.00480808080808104,0.00753535353535295,0.0055757575757569,0.00852525252525149,0.00721212121212045,0.00711111111111085,0.00836363636363607,0.00424242424242338,0.00846464646464595,0.00436363636363524,0.00898989898989755,0.00660606060606017,0.00791919191919088,0.00824242424242272,0.00759595959595816,0.00696969696969607,0.00775757575757552,0.00771717171717079,0.00551515151515203,0.00640404040403997,0.00799999999999917,0.00654545454545374,0.00630303030302992,0.00985858585858496,0.00781818181818084,0.00814141414141445,0.00591919191919132,0.00573737373737404,0.00763636363636316,0.00567676767676673,0.00614141414141367,0.00523232323232348,0.00882828282828263,0.00545454545454527,0.0111515151515134,0.00721212121212123,0.00662626262626143,0.00763636363636222,0.00963636363636183,0.00678787878787834,0.00618181818181751,0.00757575757575746,0.0058181818181805,0.00715151515151513,0.00921212121212078,0.0053737373737367,0.00539393939393951,0.00541414141414087,0.00763636363636311,0.00620202020202021,0.00711111111111062,0.00644444444444336,0.00870707070706955,0.00696969696969618,0.00862626262626243,0.00692929292929279,0.0073737373737357,0.00539393939393862,0.0101212121212112,0.00789898989898891,0.00935353535353456,0.00494949494949515,0.00452525252525116,0.00676767676767565,0.00761616161616052,0.00838383838383866,0.00494949494949459,0.00840404040403941,0.00559595959595871,0.00850505050504996,0.00488888888888772,0.00767676767676684,0.0067272727272723,0.00715151515151347,0.00535353535353511,0.00563636363636344,0.00525252525252495,0.00836363636363679,0.00797979797979775,0.00654545454545408,0.00662626262626165,0.00632323232323273,0.00630303030303025,0.00583838383838298,0.00660606060605995,0.00573737373737282,0.00579797979797891,0.00484848484848444,0.00636363636363602,0.00911111111111118,0.00741414141414065,0.00494949494949415,0.00533333333333286,0.00498989898989866,0.00884848484848366,0.00931313131312994,0.00872727272727092,0.00470707070707033,0.00860606060605962,0.00795959595959439,0.00692929292929223,0.00804040404040263,0.00850505050504891
"10",1,0.00545454545454505,0.00494949494949382,0.00630303030303025,0.00777777777777688,0.00434343434343454,0.00646464646464606,0.00894949494949404,0.00521212121212067,0.00810101010100944,0.00523232323232281,0.00612121212121208,0.00755555555555537,0.00468686868686741,0.00709090909090848,0.00614141414141423,0.0028282828282824,0.00650505050505013,0.00523232323232192,0.00595959595959494,0.00717171717171616,0.00630303030303003,0.00971717171717168,0.00696969696969707,0.00597979797979731,0.00717171717171705,0.00826262626262525,0.00741414141414043,0.0089898989898981,0.00919191919191797,0.00965656565656464,0.00670707070707088,0.00393939393939369,0.00995959595959539,0.0086464646464639,0.005636363636363,0.00692929292929201,0.00648484848484754,0.00385858585858523,0.00519191919191953,0.00589898989898918,0.00557575757575712,0.00743434343434318,0.00745454545454494,0.00549494949494966,0.00674747474747461,0.00581818181818161,0.00832323232323201,0.00711111111111085,0.00664646464646368,0.00585858585858523,0.00943434343434224,0.00438383838383793,0.00571717171717145,0.00616161616161615,0.00662626262626242,0.00745454545454483,0.00513131313131199,0.00733333333333241,0.00644444444444392,0.00375757575757651,0.00569696969696831,0.00715151515151347,0.00749494949494989,0.00913131313131332,0.00620202020201932,0.00462626262626198,0.00646464646464584,0.00557575757575746,0.00715151515151513,0.01070707070707,0.00638383838383738,0.00791919191919133,0.00640404040404019,0.00743434343434268,0.0086464646464649,0.00581818181818172,0.00682828282828274,0.00682828282828285,0.00642424242424133,0.00569696969696931,0.00840404040404019,0.00793939393939302,0.0101818181818171,0.00482828282828263,0.00682828282828285,0.00836363636363613,0.0087676767676762,0.00547474747474652,0.00670707070707077,0.00854545454545363,0.00559595959595982,0.00874747474747395,0.00614141414141334,0.00789898989898874,0.00393939393939435,0.00492929292929223,0.00529292929292846,0.00789898989898924,0.010787878787877,0.00729292929292819,0.00943434343434291,0.00527272727272654,0.00238383838383716,0.00486868686868613,0.00715151515151435,0.00430303030303014,0.00585858585858479,0.0091515151515138,0.00834343434343277,0.00848484848484804,0.00684848484848355,0.00913131313131299,0.0079191919191911,0.00771717171717101,0.00545454545454538,0.00517171717171683,0.00684848484848422,0.00600000000000023,0.00729292929292791,0.00363636363636399,0.00719191919191908,0.00680808080808049,0.0080202020202006,0.00747474747474641,0.00743434343434335,0.00650505050504957,0.00727272727272732,0.00808080808080808,0.00420202020201987,0.00727272727272654,0.00616161616161592,0.00806060606060532,0.00701010101009958,0.0079999999999989,0.00678787878787823
