"","diff_1","d_0","diff_2","wd_real_0","wd_imag_0","b_10","log_0","n_7","i_3","k_6","b_1","n_1","log_4","n_10","dual_1","dual_3","a_0","i_20","b_5","b_7","i_10","tmp_real_0","ii_0","j_3","w_imag_0","k_7","i_6","i_19","b_6","log_1","theta_0","nd_0","wd_imag_1","i_16","i_15","nm1_1","dual_4","log_2","w_real_0","tmp_imag_1","nd_1","logn_0","a_1","bit_1","k_4","b_0","i_24","n_3","j_0","i_7","j_8","i_9","w_real_2","bit_3","bit_2","j_7","z1_real_0","i_12","b_2","n_4","t_0","b_4","w_real_1","i_11","s_0","nd_3","a_2","n_9","j_6","i_5","a_4","k_8","i_8","n_2","direction_0","N_0","k_2","nm1_0","nd_2","dual_5","log_3","jj_0","w_imag_2","i_23","b_8","i_1","i_26","nd_5","dual_6","j_1","i_18","i_25","n_6","n_12","b_9","i_13","i_14","i_0","k_0","n_5","i_22","k_3","s2_0","j_5","i_21","dual_0","nd_4","n_13","diff_0","logN_0","tmp_real_1","z1_imag_0","j_4","n_0","dual_2","i_2","j_2","bit_4","i_27","wd_real_1","k_5","b_3","logn_1","norm_0","w_imag_1","i_4","i_17","a_3","dual_7","bit_0","k_1","Nd_0","n_11","n_8","tmp_imag_0"
"1",0.674456575792741,0.67158532643929,0.36045045045045,0.0608977940674256,0.04827043905703,0.0144557384793895,0.0033333333333338,0.00327927927927923,0.00323723723723662,0.00313113113113112,0.00308708708708688,0.00308508508508487,0.00305905905905901,0.00301301301301282,0.00300700700700679,0.00299499499499484,0.00299299299299327,0.00288288288288274,0.0028448448448446,0.00280280280280171,0.00276676676676729,0.00271071071071,0.0026446446446442,0.00264264264264241,0.00263263263263258,0.00263063063063068,0.00262862862862862,0.00262262262262325,0.00259459459459443,0.0025565565565569,0.00254654654654618,0.002544544544544,0.00247647647647598,0.00245245245245268,0.00244844844844816,0.00244444444444453,0.00243843843843855,0.00242042042041979,0.00241841841841833,0.00240240240240286,0.00237437437437371,0.00236636636636672,0.00236636636636672,0.00236436436436421,0.00235435435435405,0.00234234234234193,0.00234034034033992,0.0023203203203197,0.00229029029029065,0.00228228228228228,0.00227627627627636,0.00227227227227234,0.00227027027027088,0.00226026026026027,0.00225225225225251,0.00220020020020012,0.00218818818818739,0.00218418418418431,0.00218418418418426,0.00216416416416498,0.00212012012012042,0.00211411411411455,0.00205805805805809,0.00205005005005021,0.00203003003002944,0.00202402402402413,0.0020140140140143,0.0020060060060062,0.00198798798798822,0.00198798798798805,0.00198398398398347,0.00196396396396431,0.00195995995995984,0.00195995995995973,0.0019479479479485,0.00193393393393421,0.00190390390390455,0.00188988988988964,0.00186186186186266,0.00186186186186149,0.0018518518518516,0.00185185185185138,0.00184184184184144,0.00182582582582486,0.00182182182182211,0.00182182182182195,0.00182182182182167,0.00180980980980983,0.00180580580580564,0.00180380380380346,0.00180180180180184,0.0017617617617614,0.00175975975975928,0.00175575575575565,0.00173973973973957,0.00173173173173169,0.00171971971971963,0.00169369369369371,0.00168968968968936,0.00168168168168165,0.00166766766766818,0.00165565565565573,0.00165165165165115,0.00164964964964975,0.0016456456456459,0.00164164164164166,0.00163563563563585,0.00162362362362378,0.00158358358358379,0.00155755755755727,0.00153353353353342,0.00153153153153096,0.00151551551551521,0.0014894894894899,0.00143743743743785,0.00141741741741769,0.00139339339339362,0.00138538538538535,0.00137937937937965,0.00137737737737764,0.00136936936936921,0.00136736736736792,0.0013653653653653,0.00132532532532548,0.00130730730730755,0.00127127127127069,0.00125925925925935,0.00121521521521506,0.00117917917917848,0.0011651651651654,0.00114314314314323,0.00113113113113122,0.00109909909909917,0.00107907907907878,0.00106106106106085
"2",0.677423000022762,0.672152180294541,0.346780780780781,0.0517560125382155,0.033469551389272,0.0150838598636294,0.00210210210210254,0.00158758758758731,0.00127727727727667,0.00160560560560574,0.00153153153153074,0.00208208208208205,0.00194794794794789,0.00271471471471446,0.00181381381381368,0.00219819819819883,0.00201401401401408,0.00183983983983999,0.00243043043043051,0.00194594594594627,0.00281881881881862,0.00284484484484521,0.00270070070070055,0.00235635635635628,0.00266266266266252,0.00244244244244241,0.00140140140140094,0.00258458458458466,0.00161761761761725,0.0017837837837833,0.00164964964964931,0.000944944944944348,0.00161361361361356,0.00204004004004016,0.0024964964964963,0.00261261261261264,0.00294894894894859,0.00295295295295289,0.00219819819819805,0.00268268268268296,0.00288088088088106,0.00340740740740697,0.00250450450450446,0.00190990990990986,0.00217017017017052,0.00260060060060024,0.00169569569569561,0.00104904904904884,0.00226026026026022,0.0025345345345345,0.0022262262262262,0.00175975975975967,0.00194794794794756,0.00357757757757754,0.00182182182182156,0.00179379379379357,0.00184584584584552,0.00206206206206178,0.00203803803803826,0.00133333333333269,0.00195395395395381,0.00330130130130085,0.00212012012011981,0.00218418418418431,0.00297697697697685,0.00216216216216264,0.0023163163163164,0.00316516516516496,0.00242242242242269,0.0023903903903903,0.00207407407407378,0.00202202202202206,0.00201801801801826,0.00187387387387417,0.001727727727728,0.00178978978978894,0.0017657657657657,0.00176176176176146,0.00338938938938882,0.00204204204204206,0.00154954954954956,0.00237637637637655,0.00208408408408406,0.00181181181181145,0.00132132132132173,0.0020280280280276,0.00213213213213226,0.0019279279279279,0.00229029029029104,0.00217217217217203,0.00222022022022034,0.00190390390390421,0.0022942942942939,0.00119119119119077,0.00146946946946985,0.00155955955955978,0.00178978978979005,0.00274274274274278,0.00174774774774766,0.00176776776776766,0.00210210210210227,0.00212812812812807,0.00246446446446458,0.00196596596596571,0.00273273273273239,0.00202602602602575,0.0027287287287287,0.00381581581581608,0.0018298298298296,0.00145745745745746,0.00238638638638672,0.00247047047047061,0.00171971971971946,0.00240440440440409,0.00190990990991075,0.00311911911911944,0.00281681681681745,0.0016736736736736,0.00286486486486487,0.0016376376376373,0.00106506506506604,0.00207207207207194,0.00236436436436438,0.0014594594594593,0.0018938938938946,0.00175175175175141,0.0018358358358358,0.0023423423423421,0.00176776776776738,0.00292692692692648,0.00123123123123114,0.00132332332332302,0.00142142142142099,0.00220420420420431,0.00187787787787752
"3",0.683822771377913,0.671445375006797,0.353091091091091,0.0496637620394701,0.0369735879495448,0.016422116871876,0.00179979979980022,0.00280680680680745,0.00210410410410461,0.00188788788788796,0.00187587587587573,0.00159359359359335,0.00203403403403424,0.00326526526526527,0.00226226226226195,0.00257657657657706,0.00167167167167143,0.00201201201201251,0.00220820820820877,0.00216016016016063,0.00166166166166165,0.00186186186186166,0.00261861861861823,0.00201801801801793,0.00301501501501455,0.00298098098098104,0.00293293293293284,0.00212612612612673,0.00257457457457472,0.00126926926926924,0.00408008008007965,0.00224624624624509,0.00202602602602625,0.00238638638638583,0.00150150150150108,0.00174574574574599,0.00157157157157123,0.00197797797797838,0.00189189189189148,0.00267467467467442,0.00158358358358324,0.00245245245245285,0.00151751751751766,0.00256056056056064,0.00306706706706716,0.00261461461461454,0.00251451451451495,0.00243643643643704,0.00270870870870887,0.00140740740740736,0.00266466466466442,0.00118318318318328,0.00158958958958855,0.00193993993994007,0.0026466466466461,0.00247847847847915,0.00209009009008992,0.00225625625625642,0.00117117117117116,0.00259659659659733,0.00230630630630657,0.00229629629629663,0.00224224224224218,0.00181381381381379,0.00153953953953911,0.00213013013013041,0.00230430430430456,0.00168768768768779,0.00182982982982932,0.00200800800800827,0.00320520520520567,0.00146546546546616,0.00248848848848865,0.00199599599599615,0.00267467467467447,0.00140740740740736,0.00281281281281298,0.00237637637637633,0.00246246246246234,0.00171771771771767,0.00161361361361367,0.00217417417417448,0.00234634634634612,0.00182382382382368,0.00264464464464531,0.00250050050050055,0.00273073073073132,0.00224824824824815,0.00150150150150197,0.00243243243243219,0.00226626626626691,0.00226026026026044,0.00167167167167165,0.00128128128128147,0.0033453453453457,0.00119319319319322,0.00219019019018984,0.00226826826826804,0.00195795795795789,0.00250450450450429,0.00269069069069033,0.00232232232232177,0.00174174174174235,0.00185785785785753,0.00119719719719708,0.00240840840840839,0.00201401401401424,0.00223623623623642,0.00240240240240269,0.00208208208208266,0.00212612612612667,0.00170170170170209,0.00268868868868904,0.00210810810810785,0.00278678678678712,0.0022082082082085,0.00262662662662705,0.0022522522522524,0.00217617617617621,0.00173373373373348,0.00206806806806892,0.00193193193193186,0.00192392392392343,0.00268468468468536,0.00158558558558558,0.00129129129129169,0.00217617617617555,0.00276876876876869,0.00203603603603592,0.00146346346346349,0.00245845845845877,0.00312712712712693,0.00270870870870815,0.00140740740740736,0.00213213213213231
"4",0.692265540511096,0.670943052829587,0.359601601601601,0.0530666325653219,0.0399601563980292,0.0150152314254791,0.00202602602602642,0.0027667667667664,0.00289289289289307,0.00223623623623631,0.00307507507507543,0.00380780780780754,0.00196796796796844,0.0020020020020014,0.00150750750750722,0.00279679679679651,0.00242042042042057,0.00182382382382357,0.00341341341341322,0.00215215215215248,0.00327927927927979,0.0012372372372369,0.00164564564564573,0.00229029029029026,0.00202402402402313,0.00306106106106135,0.00286686686686666,0.00267667667667654,0.0021741741741737,0.0024624624624624,0.0023583583583589,0.00186186186186216,0.00251051051050988,0.00285685685685633,0.00228028028028021,0.00136736736736759,0.00361961961962026,0.00286886886886922,0.00175775775775744,0.0017157157157156,0.0026826826826824,0.000948948948949035,0.00171571571571577,0.00321721721721746,0.00324324324324349,0.00243043043043045,0.00230230230230238,0.00335535535535564,0.00223023023023061,0.00248248248248251,0.00245445445445386,0.00170570570570605,0.00310110110110062,0.00149749749749745,0.00196196196196119,0.00151751751751739,0.00211411411411427,0.0026266266266266,0.00166366366366355,0.00221821821821783,0.00253053053053082,0.00108508508508437,0.00157557557557569,0.00259859859859857,0.00196396396396359,0.00314314314314385,0.0025585585585583,0.00225425425425424,0.00150150150150197,0.0019239239239236,0.00201801801801799,0.00106506506506571,0.00226626626626614,0.00212012012011992,0.00158158158158161,0.00125525525525527,0.00209009009008992,0.0019219219219222,0.00190190190190204,0.00150550550550566,0.00206006006006015,0.00176776776776749,0.00192992992992974,0.00213813813813796,0.00118318318318278,0.0016276276276268,0.00260660660660667,0.00211611611611717,0.00206806806806792,0.0018398398398401,0.00188788788788774,0.00153153153153168,0.00166166166166198,0.00238038038038069,0.00162562562562568,0.00157557557557536,0.00334134134134134,0.00324724724724695,0.00189589589589623,0.0018038038038044,0.00202002002002033,0.00217417417417493,0.002606606606607,0.00267267267267296,0.00289889889889905,0.00135935935935966,0.00225025025025027,0.0024584584584586,0.00153553553553565,0.00280080080080136,0.00209809809809791,0.00344944944944997,0.00175775775775744,0.00272072072072088,0.00187387387387394,0.00201601601601564,0.00298698698698635,0.00253253253253194,0.0014314314314311,0.00198798798798872,0.00316916916916909,0.0021321321321317,0.00342742742742763,0.00241841841841833,0.00148948948948951,0.00114514514514447,0.00199199199199196,0.00120320320320283,0.00262462462462421,0.0019639639639637,0.00217817817817856,0.00231431431431434,0.00193593593593616,0.0020180180180186,0.00282682682682595
"5",0.682116485020347,0.672387388505629,0.332802802802803,0.060396410824685,0.0331042123013763,0.0142285218227743,0.00262862862862823,0.00222622622622604,0.00190190190190187,0.00205205205205156,0.00241841841841833,0.0016316316316321,0.00251851851851886,0.00170570570570572,0.0018658658658659,0.00151151151151124,0.00167167167167098,0.00227827827827815,0.00130730730730755,0.00371171171171203,0.00264264264264225,0.00227227227227206,0.0025605605605602,0.00144944944944991,0.00196196196196197,0.00279279279279249,0.00252252252252283,0.00226626626626625,0.000850850850850127,0.00161961961961982,0.00305305305305337,0.00149949949949885,0.00159959959959965,0.00239839839839895,0.0028828828828828,0.00189389389389355,0.00283483483483488,0.00177377377377386,0.00187387387387444,0.0021921921921918,0.00169969969969935,0.00188388388388305,0.0028408408408413,0.00261861861861834,0.00250850850850892,0.00342742742742785,0.00222622622622559,0.00322322322322349,0.0029509509509511,0.00140940940940942,0.00178778778778743,0.00157157157157256,0.00178178178178173,0.00178378378378385,0.00190590590590489,0.00240640640640633,0.00296496496496468,0.00260860860860862,0.00176176176176251,0.00186786786786725,0.00210410410410383,0.00286486486486559,0.00344344344344338,0.00191391391391427,0.00214414414414432,0.00222422422422403,0.00112112112112089,0.00353553553553509,0.00240240240240214,0.00244044044044028,0.00259659659659683,0.00304904904904968,0.00184184184184161,0.00182782782782781,0.0020880880880888,0.00203603603603553,0.00266866866866877,0.0019299299299303,0.00165165165165204,0.00173373373373392,0.00228828828828842,0.0024644644644643,0.00176176176176185,0.00156356356356369,0.00239439439439437,0.0016396396396397,0.00239839839839834,0.002418418418418,0.00275075075075115,0.00216216216216258,0.00324124124124114,0.00284284284284203,0.00216416416416504,0.0017857857857852,0.00145545545545572,0.00195395395395387,0.00217617617617594,0.00202602602602558,0.00179979979979938,0.00208608608608657,0.00207207207207188,0.00180380380380418,0.00193393393393421,0.00206806806806792,0.00314514514514513,0.00249649649649619,0.00256656656656662,0.00192792792792784,0.00123723723723712,0.00170970970970952,0.00259259259259226,0.00172772772772745,0.00285085085085113,0.0022522522522524,0.00187987987987942,0.00165965965965997,0.00274674674674708,0.00289489489489514,0.0022942942942949,0.00185185185185177,0.00322722722722701,0.00114314314314379,0.00165365365365333,0.00313513513513519,0.00336336336336274,0.00223623623623648,0.00180580580580542,0.00266466466466442,0.00268268268268268,0.0016676676676679,0.00264064064064073,0.00261461461461432,0.00138538538538496,0.00222622622622654,0.00219219219219191
"6",0.686495749941757,0.671575762520472,0.377875875875876,0.0486593704193174,0.0362558104243824,0.0155552097246875,0.00185785785785841,0.0016036036036034,0.00275875875875886,0.00227627627627619,0.00172772772772795,0.00253453453453467,0.00221221221221213,0.00206806806806781,0.00292892892892921,0.00148748748748773,0.00154754754754766,0.00239239239239297,0.00346146146146176,0.00349749749749811,0.00200200200200207,0.00214414414414388,0.00218818818818783,0.00201001001000939,0.00255855855855852,0.0023343343343345,0.00235835835835824,0.00238038038038085,0.00386386386386417,0.00233833833833802,0.00194994994995029,0.00169569569569622,0.00208408408408389,0.00173373373373353,0.00145345345345316,0.00146346346346382,0.00241641641641732,0.00178978978978994,0.00188388388388444,0.00242642642642643,0.00211211211211165,0.000962962962962333,0.00179579579579542,0.00238838838838845,0.00268468468468519,0.00185385385385384,0.00186986986986909,0.0018898898898892,0.00342942942942903,0.00187987987987981,0.00212012012011953,0.00121321321321394,0.0022062062062061,0.00161961961961976,0.00273473473473473,0.00162162162162238,0.00182582582582552,0.00232832832832774,0.00171371371371337,0.00245245245245246,0.00171171171171108,0.00236436436436405,0.00304304304304392,0.0014674674674679,0.00234834834834852,0.00204204204204211,0.00183583583583607,0.00202602602602586,0.00284684684684705,0.000960960960960877,0.00285285285285364,0.00235435435435433,0.00191191191191226,0.00173773773773794,0.00172372372372448,0.00250650650650613,0.00148148148148164,0.0023163163163164,0.00141141141141149,0.00095295295295289,0.00306106106106074,0.00236436436436421,0.00389989989989975,0.0029689689689692,0.00196796796796761,0.00240840840840878,0.00153353353353342,0.00156156156156145,0.0023003003003006,0.000954954954955067,0.00163363363363395,0.00145745745745751,0.00252652652652652,0.00231431431431478,0.00124124124124186,0.00226426426426368,0.00288688688688699,0.00232432432432478,0.0022722722722725,0.00227227227227295,0.00155155155155262,0.00277077077077031,0.00292692692692698,0.00208608608608585,0.00247647647647692,0.00172772772772728,0.00199199199199218,0.00247847847847804,0.00157757757757732,0.00273673673673669,0.0024664664664667,0.00167567567567622,0.00288288288288308,0.0019439439439442,0.00161161161161122,0.00181781781781781,0.00205405405405479,0.00252852852852853,0.00247847847847876,0.000820820820820745,0.00155555555555553,0.00211011011011047,0.00259459459459477,0.00146346346346338,0.00175175175175163,0.00176776776776744,0.00260460460460488,0.00181181181181195,0.00199799799799827,0.00211211211211232,0.00172172172172197,0.00160960960960888,0.00213413413413505,0.00222622622622604,0.00195195195195208
"7",0.701028827933962,0.672467151533763,0.367823823823824,0.0546570717177277,0.0287747857087082,0.01498527745317,0.00307107107107024,0.00137937937937915,0.00259059059059091,0.00227627627627541,0.00149549549549521,0.00166766766766779,0.0015515515515514,0.00188388388388411,0.00195395395395442,0.0033633633633634,0.0029769769769773,0.00299299299299227,0.00184784784784825,0.00238638638638611,0.00239839839839884,0.00148748748748745,0.00214214214214226,0.0021021021021021,0.00269469469469447,0.00203003003003016,0.00320720720720757,0.00228028028028049,0.00272672672672619,0.00238238238238286,0.00181381381381368,0.00262462462462459,0.00128328328328403,0.00212212212212193,0.00181181181181206,0.00228828828828809,0.00177777777777727,0.00163363363363389,0.00265665665665665,0.00172772772772728,0.00190790790790851,0.00242442442442448,0.00166366366366377,0.00182382382382368,0.000846846846847049,0.00248648648648631,0.00119919919919959,0.00208608608608701,0.00413213213213176,0.00219619619619621,0.00180580580580508,0.0026886886886886,0.00260660660660622,0.0019499499499499,0.00163763763763775,0.00273673673673647,0.00230230230230238,0.00298498498498473,0.00321921921921881,0.000790790790790807,0.00168368368368366,0.00187187187187193,0.00152952952952956,0.00133333333333341,0.00159559559559591,0.00237637637637678,0.00150950950950923,0.00268668668668687,0.0035515515515514,0.00180180180180112,0.00235235235235187,0.00234034034034064,0.00201601601601642,0.00264464464464448,0.00202002002001955,0.0017697697697705,0.00079279279279254,0.00257657657657706,0.00244044044044017,0.0037757757757757,0.00163763763763741,0.00206406406406417,0.00236436436436416,0.00092292292292262,0.00178778778778793,0.00137137137137117,0.00192192192192142,0.00196396396396376,0.00189989989989964,0.00182382382382384,0.0018498498498502,0.00156956956956972,0.00218818818818878,0.00283483483483471,0.0021701701701704,0.00308908908908945,0.00182582582582513,0.00175575575575548,0.00290490490490442,0.00166166166166143,0.0027287287287287,0.00255055055055081,0.00270270270270262,0.00220820820820816,0.0029449449449454,0.00213213213213204,0.00171171171171197,0.00190590590590456,0.00194794794794823,0.00180580580580586,0.0025365365365364,0.00190190190190187,0.00222822822822871,0.00337537537537524,0.00197397397397425,0.00196596596596582,0.00315715715715686,0.00211211211211204,0.00206806806806914,0.00196596596596593,0.00312312312312346,0.00176176176176152,0.00318918918918931,0.00219819819819789,0.00250250250250295,0.00204404404404385,0.00235435435435427,0.00236636636636656,0.00193593593593588,0.00185185185185177,0.0025885885885889,0.00162962962963015,0.00181581581581647,0.00387987987988053,0.00308508508508543
"8",0.669211506890965,0.671930064446234,0.361887887887888,0.0501685344409267,0.0384982291955839,0.0159385472932177,0.00141341341341361,0.00235035035035025,0.00223223223223207,0.00230430430430484,0.00208808808808791,0.00299499499499484,0.00181981981982005,0.00117717717717719,0.00214014014013991,0.00230230230230172,0.00174374374374348,0.00184584584584546,0.00150950950950912,0.00125325325325343,0.00179179179179256,0.00188188188188165,0.00202402402402363,0.00139939939939965,0.00286286286286269,0.00205005005005027,0.00219219219219297,0.00198998998999,0.00141541541541501,0.00244844844844844,0.00253253253253261,0.00292092092092083,0.00220020020020012,0.000962962962963054,0.00223223223223246,0.00281681681681623,0.00339339339339378,0.0024204204204204,0.00160360360360368,0.00191991991991991,0.00281681681681634,0.00211811811811852,0.00294094094094122,0.00355355355355341,0.00268268268268246,0.00216216216216214,0.00320520520520451,0.00217017017017035,0.00256056056056037,0.00183183183183194,0.00226226226226167,0.00142742742742774,0.00271471471471468,0.00209609609609618,0.00211611611611645,0.000914914914915077,0.00135535535535525,0.00198398398398369,0.00211811811811746,0.00156156156156151,0.00127127127127125,0.00203403403403413,0.00231631631631612,0.00221821821821866,0.00152552552552515,0.00225625625625631,0.00266866866866822,0.00161761761761736,0.00170970970970957,0.00164964964964925,0.00297097097097188,0.00153153153153163,0.00226426426426451,0.00216816816816817,0.00234034034034081,0.00209009009009015,0.00165965965966031,0.0018878878878878,0.00177777777777804,0.00213613613613595,0.00223623623623609,0.00099099099099148,0.00149549549549555,0.00191991991992013,0.00229029029029021,0.00287087087087079,0.00182582582582536,0.00131531531531576,0.00263263263263258,0.00227427427427429,0.00224424424424408,0.00162162162162144,0.00170170170170153,0.00246046046046061,0.00179379379379441,0.000858858858858891,0.00227627627627597,0.00214214214214181,0.00269669669669692,0.0014814814814807,0.00198198198198229,0.00211211211211249,0.00176976976977017,0.00173373373373348,0.00231631631631646,0.00123923923923897,0.00233433433433422,0.00204604604604486,0.00258658658658684,0.00303903903903896,0.00219819819819839,0.00255055055054976,0.00164564564564601,0.00212812812812857,0.00176576576576593,0.00227027027027027,0.00160760760760792,0.00207407407407389,0.00149349349349331,0.00159759759759714,0.00127927927927923,0.00217617617617633,0.00188588588588545,0.00168568568568561,0.0023923923923922,0.00138338338338317,0.00150150150150125,0.00252852852852875,0.00241041041041007,0.00180180180180162,0.00261261261261303,0.00248848848848832,0.00224224224224223,0.00171371371371376,0.00293093093093072
"9",0.678376884871842,0.672056734508293,0.336246246246246,0.0579437205395179,0.0302871118190061,0.013627006277571,0.00246446446446391,0.00187587587587562,0.00169769769769718,0.00182382382382384,0.00179779779779843,0.00220420420420459,0.00325125125125125,0.00211411411411444,0.00084284284284325,0.00249649649649625,0.00237837837837823,0.00199399399399419,0.00194394394394448,0.00297497497497479,0.0027527527527525,0.00252652652652641,0.00286286286286341,0.00334134134134201,0.00127127127127147,0.00202602602602592,0.00274874874874798,0.00310110110110179,0.00307707707707733,0.00191391391391321,0.00222222222222218,0.00236236236236204,0.00225225225225184,0.00198398398398408,0.00187787787787785,0.00254854854854836,0.00295695695695641,0.0021381381381389,0.00227027027026994,0.00248848848848926,0.00165165165165193,0.0021581581581584,0.00174374374374381,0.00178378378378369,0.00226826826826826,0.0024584584584581,0.0019959959959957,0.00180180180180178,0.0022282282282286,0.00370770770770829,0.00208608608608601,0.00250850850850864,0.00245245245245213,0.00296696696696658,0.00287087087087062,0.00229829829829775,0.00216816816816762,0.00156956956956961,0.00232232232232205,0.00264664664664649,0.00188988988988936,0.00253453453453417,0.00239639639639594,0.00213013013013019,0.0019219219219222,0.00179979979979933,0.00153753753753849,0.00179379379379385,0.00179579579579531,0.00184584584584579,0.00135935935936021,0.00267467467467469,0.00151551551551504,0.00203603603603558,0.00170170170170203,0.00217617617617621,0.00212612612612617,0.00198398398398431,0.00241041041041057,0.00180780780780831,0.00143343343343327,0.00169769769769723,0.00252652652652613,0.00184984984985009,0.00167367367367344,0.00211411411411433,0.00240840840840811,0.00191191191191159,0.00320120120120154,0.00293093093093061,0.00168368368368321,0.00197397397397409,0.00181781781781765,0.00279879879879891,0.00198798798798755,0.00243443443443442,0.00167367367367333,0.00179779779779776,0.00191391391391432,0.00195795795795789,0.00223223223223201,0.0023083083083078,0.00170170170170081,0.00174974974974995,0.00238638638638611,0.00193793793793806,0.0015475475475471,0.00162162162162083,0.000864864864865034,0.000802802802802927,0.0028568568568561,0.00216416416416365,0.0027887887887888,0.00132532532532609,0.00316916916916893,0.00161361361361378,0.0017797797797795,0.00198598598598621,0.00231231231231299,0.00136936936937032,0.00281881881881818,0.00229429429429462,0.00183783783783759,0.00256256256256243,0.00158558558558602,0.00199599599599593,0.00186586586586573,0.00196996996996984,0.00151151151151196,0.00316716716716714,0.00170970970971024,0.00152152152152146,0.00158958958958993,0.00212012012011981,0.00183183183183139
"10",0.692411901339167,0.672772857569695,0.3577997997998,0.0592689927188355,0.0309271946627833,0.0139509298637758,0.00151151151151185,0.00208208208208177,0.00184384384384434,0.00153153153153163,0.00143743743743735,0.00180180180180212,0.00237837837837768,0.00125125125125092,0.00267667667667681,0.00234634634634667,0.00243443443443453,0.00129529529529515,0.00227227227227256,0.00208008008007998,0.00219419419419398,0.00225625625625681,0.00234034034034042,0.00179779779779821,0.00190990990990964,0.00263663663663727,0.00156756756756798,0.00221021021021039,0.00209809809809847,0.0013513513513515,0.00176176176176163,0.0025725725725721,0.00126526526526571,0.00229229229229183,0.0022622622622625,0.00198198198198157,0.00234234234234232,0.00136136136136111,0.002178178178178,0.00245445445445436,0.00107707707707677,0.00244844844844871,0.00210610610610651,0.00229829829829847,0.00297697697697691,0.00202802802802815,0.00143343343343355,0.00242042042042051,0.00223223223223201,0.00183783783783775,0.00128928928928923,0.00189589589589612,0.00179579579579675,0.00107907907907878,0.00183583583583591,0.00309309309309275,0.00195595595595571,0.00212212212212215,0.00220220220220246,0.00210210210210199,0.00176776776776794,0.00175375375375342,0.00192392392392388,0.00224224224224245,0.00157957957957949,0.00182982982982988,0.00211011011011081,0.00273873873873859,0.0031011011011014,0.00246446446446424,0.00307107107107146,0.0025445445445445,0.00216816816816812,0.00212012012011986,0.00154754754754766,0.00163963963963931,0.0017297297297299,0.00226226226226267,0.00223623623623653,0.00150150150150152,0.00145345345345405,0.00214014014014052,0.00210410410410444,0.00166966966966969,0.00268268268268296,0.000958958958958644,0.00190390390390388,0.00271871871871909,0.00179179179179206,0.00150950950950984,0.00130930930930917,0.00164164164164193,0.00158158158158189,0.00130330330330347,0.00249849849849793,0.00185185185185205,0.00158558558558564,0.00269669669669681,0.00191191191191215,0.00121521521521439,0.00165165165165088,0.0016316316316321,0.00128328328328364,0.00321121121121076,0.00316316316316412,0.00194994994995046,0.0019959959959957,0.00261061061061091,0.00173573573573582,0.00233433433433478,0.00096696696696652,0.00189989989990008,0.00295495495495474,0.00127527527527593,0.00122922922922891,0.002250250250251,0.00291491491491563,0.00252852852852942,0.00257257257257221,0.0019259259259255,0.00188388388388433,0.00248048048048077,0.00326126126126086,0.00235035035034997,0.00207207207207194,0.0017677677677681,0.00265065065065068,0.00153553553553498,0.00255855855855897,0.00130130130130096,0.00218818818818772,0.00225825825825837,0.00198598598598604,0.00245245245245279,0.00265065065065123
